LngtClass,Year
1700,01/01/1996
1800,01/01/1996
1900,01/01/1996
2000,01/01/1996
2100,01/01/1996
2200,01/01/1996
2300,01/01/1996
2400,01/01/1996
2300,01/01/1996
4800,01/01/1996
26,01/01/1996
40,01/01/1996
75,01/01/1996
58,01/01/1996
5900,01/01/1996
2300,01/01/1996
2000,01/01/1996
1900,01/01/1996
2100,01/01/1996
3000,01/01/1996
3100,01/01/1996
3500,01/01/1996
3600,01/01/1996
3500,01/01/1996
1500,01/01/1996
4600,01/01/1996
5100,01/01/1996
3900,01/01/1996
3700,01/01/1996
2200,01/01/1997
2700,01/01/1997
2900,01/01/1997
2500,01/01/1997
2800,01/01/1997
6800,01/01/1997
2100,01/01/1997
2300,01/01/1997
2600,01/01/1997
2700,01/01/1997
3100,01/01/1997
4900,01/01/1997
5000,01/01/1997
5100,01/01/1997
4100,01/01/1997
4900,01/01/1997
3100,01/01/1997
3200,01/01/1997
4700,01/01/1997
2500,01/01/1997
4400,01/01/1997
6700,01/01/1997
6900,01/01/1997
7600,01/01/1997
2100,01/01/1997
2600,01/01/1997
6900,01/01/1997
2300,01/01/1997
2800,01/01/1997
25,01/01/1997
34,01/01/1997
35,01/01/1997
39,01/01/1997
41,01/01/1997
51,01/01/1997
52,01/01/1997
48,01/01/1997
49,01/01/1997
56,01/01/1997
60,01/01/1997
70,01/01/1997
27,01/01/1997
3100,01/01/1997
2000,01/01/1997
4500,01/01/1997
4800,01/01/1997
1700,01/01/1997
2000,01/01/1997
1800,01/01/1997
2100,01/01/1997
1800,01/01/1997
2100,01/01/1997
2200,01/01/1997
2300,01/01/1997
2400,01/01/1997
2500,01/01/1997
1900,01/01/1997
2000,01/01/1997
2200,01/01/1997
2300,01/01/1997
2500,01/01/1997
2200,01/01/1997
2700,01/01/1997
8300,01/01/1997
4800,01/01/1997
5000,01/01/1997
4700,01/01/1997
8700,01/01/1997
4600,01/01/1997
7200,01/01/1997
2500,01/01/1997
3300,01/01/1997
4700,01/01/1997
3700,01/01/1997
1700,01/01/1997
2000,01/01/1997
2500,01/01/1997
2900,01/01/1997
1400,01/01/1997
1700,01/01/1997
1800,01/01/1997
3700,01/01/1997
5800,01/01/1997
2400,01/01/1997
7900,01/01/1997
8500,01/01/1997
2700,01/01/1997
5000,01/01/1997
6100,01/01/1997
5400,01/01/1997
5600,01/01/1997
7700,01/01/1997
4000,01/01/1997
4300,01/01/1997
2200,01/01/1997
3400,01/01/1997
4400,01/01/1997
4600,01/01/1997
5700,01/01/1997
3600,01/01/1997
3200,01/01/1997
3400,01/01/1997
3500,01/01/1997
3600,01/01/1997
3700,01/01/1997
3900,01/01/1997
4100,01/01/1997
4200,01/01/1997
4300,01/01/1997
4500,01/01/1997
4700,01/01/1997
5200,01/01/1997
5400,01/01/1997
6300,01/01/1997
2100,01/01/1997
2700,01/01/1997
3000,01/01/1997
3400,01/01/1997
3500,01/01/1997
3700,01/01/1997
3900,01/01/1997
4200,01/01/1997
4500,01/01/1997
4900,01/01/1997
5000,01/01/1997
5400,01/01/1997
5500,01/01/1997
5600,01/01/1997
2400,01/01/1997
1800,01/01/1997
2100,01/01/1997
2200,01/01/1997
2700,01/01/1997
2800,01/01/1997
3000,01/01/1997
5700,01/01/1997
3300,01/01/1997
3400,01/01/1997
3900,01/01/1997
4900,01/01/1997
1100,01/01/1997
2700,01/01/1997
3300,01/01/1997
3500,01/01/1997
5000,01/01/1997
5200,01/01/1997
3700,01/01/1997
2900,01/01/1997
3000,01/01/1997
3900,01/01/1997
4200,01/01/1997
4800,01/01/1997
4500,01/01/1997
4900,01/01/1997
7600,01/01/1997
5400,01/01/1997
6900,01/01/1997
2700,01/01/1997
2900,01/01/1997
2900,01/01/1997
3200,01/01/1997
8700,01/01/1997
1300,01/01/1997
1100,01/01/1997
4500,01/01/1997
6000,01/01/1997
6800,01/01/1997
7600,01/01/1997
1100,01/01/1997
1400,01/01/1997
4000,01/01/1997
4200,01/01/1997
4400,01/01/1997
4600,01/01/1997
1300,01/01/1997
6300,01/01/1997
7300,01/01/1997
1400,01/01/1997
5400,01/01/1997
7100,01/01/1997
2600,01/01/1997
2900,01/01/1997
3100,01/01/1997
4400,01/01/1997
4900,01/01/1997
5400,01/01/1997
5600,01/01/1997
5900,01/01/1997
2900,01/01/1997
3000,01/01/1997
4500,01/01/1997
4700,01/01/1997
4800,01/01/1997
4900,01/01/1997
5100,01/01/1997
5800,01/01/1997
7100,01/01/1997
2900,01/01/1997
1300,01/01/1997
1200,01/01/1997
3000,01/01/1997
1200,01/01/1997
3600,01/01/1997
4900,01/01/1997
7800,01/01/1997
6600,01/01/1997
5900,01/01/1997
5600,01/01/1997
2400,01/01/1997
2600,01/01/1997
2200,01/01/1997
2400,01/01/1997
2600,01/01/1997
1300,01/01/1997
2400,01/01/1997
2600,01/01/1997
2700,01/01/1997
3100,01/01/1997
3200,01/01/1997
3300,01/01/1997
3400,01/01/1997
3500,01/01/1997
3700,01/01/1997
3800,01/01/1997
3900,01/01/1997
4300,01/01/1997
4400,01/01/1997
6000,01/01/1997
1100,01/01/1997
2300,01/01/1997
2600,01/01/1997
2800,01/01/1997
2900,01/01/1997
3100,01/01/1997
3200,01/01/1997
3300,01/01/1997
3400,01/01/1997
3800,01/01/1997
3900,01/01/1997
5100,01/01/1997
5200,01/01/1997
5300,01/01/1997
5600,01/01/1997
5700,01/01/1997
5800,01/01/1997
5900,01/01/1997
6600,01/01/1997
6800,01/01/1997
7100,01/01/1997
7400,01/01/1997
6100,01/01/1997
3600,01/01/1997
3800,01/01/1997
3000,01/01/1997
2700,01/01/1997
2800,01/01/1997
3100,01/01/1997
2900,01/01/1997
2600,01/01/1997
2800,01/01/1997
4800,01/01/1997
2400,01/01/1997
2600,01/01/1997
2700,01/01/1997
2900,01/01/1997
7600,01/01/1997
2900,01/01/1997
3000,01/01/1997
3100,01/01/1997
3200,01/01/1997
2600,01/01/1997
2700,01/01/1997
2800,01/01/1997
3600,01/01/1997
3700,01/01/1997
3100,01/01/1997
3200,01/01/1997
4400,01/01/1997
4000,01/01/1997
2000,01/01/1997
2100,01/01/1997
2400,01/01/1997
2600,01/01/1997
2700,01/01/1997
1300,01/01/1997
1900,01/01/1997
2200,01/01/1997
2000,01/01/1997
2300,01/01/1997
4000,01/01/1997
7100,01/01/1997
1800,01/01/1997
1900,01/01/1997
1300,01/01/1997
1500,01/01/1997
1700,01/01/1997
3500,01/01/1997
3700,01/01/1997
3400,01/01/1997
3600,01/01/1997
3600,01/01/1997
3100,01/01/1997
4700,01/01/1997
7500,01/01/1997
4500,01/01/1997
3100,01/01/1997
5200,01/01/1997
4600,01/01/1997
2600,01/01/1997
2700,01/01/1997
3600,01/01/1997
7200,01/01/1997
4200,01/01/1997
7500,01/01/1997
4400,01/01/1997
3500,01/01/1997
4600,01/01/1997
5400,01/01/1997
4100,01/01/1997
4500,01/01/1997
4600,01/01/1997
4100,01/01/1997
5800,01/01/1997
9200,01/01/1997
4300,01/01/1997
4600,01/01/1997
2200,01/01/1997
2400,01/01/1997
2600,01/01/1997
2600,01/01/1997
2600,01/01/1997
4600,01/01/1997
3000,01/01/1997
4500,01/01/1998
3500,01/01/1998
3600,01/01/1998
39,01/01/1998
3400,01/01/1998
16,01/01/1998
7900,01/01/1998
4600,01/01/1998
4900,01/01/1998
4700,01/01/1998
5400,01/01/1998
5900,01/01/1998
2600,01/01/1998
1200,01/01/1998
1300,01/01/1998
5000,01/01/1998
7000,01/01/1998
2900,01/01/1998
3000,01/01/1998
3100,01/01/1998
2700,01/01/1998
3000,01/01/1998
2800,01/01/1998
4300,01/01/1998
5400,01/01/1998
6100,01/01/1998
6800,01/01/1998
5200,01/01/1998
5700,01/01/1998
5900,01/01/1998
7500,01/01/1998
2900,01/01/1998
5700,01/01/1998
8100,01/01/1998
7600,01/01/1998
4400,01/01/1998
5300,01/01/1998
5600,01/01/1998
5800,01/01/1998
6800,01/01/1998
7200,01/01/1998
6000,01/01/1998
2400,01/01/1998
2500,01/01/1998
2700,01/01/1998
3100,01/01/1998
3300,01/01/1998
4100,01/01/1998
4500,01/01/1998
4600,01/01/1998
5900,01/01/1998
2300,01/01/1998
2400,01/01/1998
2600,01/01/1998
6800,01/01/1998
2400,01/01/1998
2500,01/01/1998
2700,01/01/1998
2800,01/01/1998
3300,01/01/1998
3400,01/01/1998
3700,01/01/1998
4300,01/01/1998
4400,01/01/1998
4800,01/01/1998
2600,01/01/1998
3100,01/01/1998
3300,01/01/1998
7100,01/01/1998
2500,01/01/1998
3000,01/01/1998
6100,01/01/1998
2200,01/01/1998
2500,01/01/1998
2200,01/01/1998
4300,01/01/1998
2300,01/01/1998
3600,01/01/1998
2000,01/01/1998
2200,01/01/1998
4000,01/01/1998
2000,01/01/1998
1900,01/01/1998
2000,01/01/1998
2100,01/01/1998
2200,01/01/1998
1900,01/01/1998
2300,01/01/1998
2800,01/01/1998
4600,01/01/1998
1800,01/01/1998
2600,01/01/1998
2800,01/01/1998
7900,01/01/1998
4800,01/01/1998
30,01/01/1998
4600,01/01/1998
4800,01/01/1998
3100,01/01/1998
6600,01/01/1998
4800,01/01/1998
7500,01/01/1998
3100,01/01/1998
4800,01/01/1998
4700,01/01/1998
6000,01/01/1998
3800,01/01/1998
2400,01/01/1998
4600,01/01/1998
1200,01/01/1998
2900,01/01/1998
6500,01/01/1998
7600,01/01/1998
3000,01/01/1998
3300,01/01/1998
4500,01/01/1998
1100,01/01/1998
4200,01/01/1998
3000,01/01/1998
8400,01/01/1998
7100,01/01/1998
7800,01/01/1998
4100,01/01/1998
3100,01/01/1998
4500,01/01/1998
4600,01/01/1998
5300,01/01/1998
5800,01/01/1998
8300,01/01/1998
1100,01/01/1998
3100,01/01/1998
5600,01/01/1998
6900,01/01/1998
1200,01/01/1998
6600,01/01/1998
2700,01/01/1998
3900,01/01/1998
4000,01/01/1998
8500,01/01/1998
7800,01/01/1998
4200,01/01/1998
4600,01/01/1998
5400,01/01/1998
5000,01/01/1998
5400,01/01/1998
2000,01/01/1998
3100,01/01/1998
3200,01/01/1998
3600,01/01/1998
4200,01/01/1998
3100,01/01/1998
3600,01/01/1998
3500,01/01/1998
2300,01/01/1998
2500,01/01/1998
3100,01/01/1998
3600,01/01/1998
2200,01/01/1998
2400,01/01/1998
2900,01/01/1998
4100,01/01/1998
2000,01/01/1998
4700,01/01/1998
2100,01/01/1998
2600,01/01/1998
1900,01/01/1998
2200,01/01/1998
2300,01/01/1998
2800,01/01/1998
3300,01/01/1998
4300,01/01/1998
3700,01/01/1998
4400,01/01/1998
6900,01/01/1998
2200,01/01/1998
6000,01/01/1998
8700,01/01/1998
4200,01/01/1998
3600,01/01/1998
4200,01/01/1998
4600,01/01/1998
8000,01/01/1998
56,01/01/1998
1500,01/01/1998
1800,01/01/1998
3000,01/01/1998
1800,01/01/1998
2300,01/01/1998
1700,01/01/1998
2300,01/01/1998
2700,01/01/1998
7500,01/01/1998
8900,01/01/1998
4500,01/01/1998
4000,01/01/1998
5100,01/01/1998
2500,01/01/1998
4000,01/01/1998
5300,01/01/1998
6200,01/01/1998
6800,01/01/1998
7200,01/01/1998
5600,01/01/1998
6400,01/01/1998
7300,01/01/1998
5600,01/01/1998
7800,01/01/1998
4300,01/01/1998
4400,01/01/1998
4500,01/01/1998
2600,01/01/1998
2900,01/01/1998
3200,01/01/1998
3800,01/01/1998
4300,01/01/1998
2300,01/01/1998
3000,01/01/1998
2500,01/01/1998
2600,01/01/1998
2700,01/01/1998
2800,01/01/1998
2900,01/01/1998
2800,01/01/1998
2900,01/01/1998
2700,01/01/1998
2400,01/01/1998
2700,01/01/1998
4800,01/01/1998
2800,01/01/1998
3300,01/01/1998
3500,01/01/1998
4600,01/01/1998
3100,01/01/1998
3300,01/01/1998
4400,01/01/1998
4800,01/01/1998
5700,01/01/1998
7700,01/01/1998
2600,01/01/1998
2700,01/01/1998
2900,01/01/1998
3000,01/01/1998
3100,01/01/1998
4300,01/01/1998
2800,01/01/1998
3000,01/01/1998
3100,01/01/1998
3200,01/01/1998
3400,01/01/1998
6900,01/01/1998
2700,01/01/1998
2300,01/01/1998
3500,01/01/1998
3900,01/01/1998
4700,01/01/1998
2400,01/01/1998
3500,01/01/1998
2300,01/01/1998
3200,01/01/1998
2100,01/01/1998
2400,01/01/1998
3400,01/01/1998
1800,01/01/1998
2400,01/01/1998
3200,01/01/1998
3300,01/01/1998
3400,01/01/1998
1900,01/01/1998
2000,01/01/1998
2200,01/01/1998
3200,01/01/1998
3800,01/01/1998
5000,01/01/1998
3400,01/01/1998
35,01/01/1998
46,01/01/1998
3900,01/01/1998
3700,01/01/1998
3800,01/01/1998
3900,01/01/1998
3500,01/01/1998
2900,01/01/1998
4700,01/01/1998
6700,01/01/1998
2400,01/01/1998
4000,01/01/1998
2000,01/01/1999
2200,01/01/1999
2300,01/01/1999
2900,01/01/1999
4100,01/01/1999
1200,01/01/1999
1300,01/01/1999
1500,01/01/1999
1100,01/01/1999
1200,01/01/1999
1300,01/01/1999
1400,01/01/1999
3400,01/01/1999
2600,01/01/1999
2900,01/01/1999
3000,01/01/1999
3500,01/01/1999
3600,01/01/1999
2700,01/01/1999
3200,01/01/1999
3800,01/01/1999
3900,01/01/1999
4000,01/01/1999
7600,01/01/1999
4000,01/01/1999
5200,01/01/1999
3200,01/01/1999
3300,01/01/1999
3200,01/01/1999
3300,01/01/1999
1200,01/01/1999
3300,01/01/1999
5400,01/01/1999
1400,01/01/1999
3300,01/01/1999
5700,01/01/1999
7600,01/01/1999
4800,01/01/1999
5200,01/01/1999
5500,01/01/1999
6400,01/01/1999
8600,01/01/1999
7100,01/01/1999
2900,01/01/1999
3000,01/01/1999
2500,01/01/1999
3200,01/01/1999
3100,01/01/1999
3900,01/01/1999
2300,01/01/1999
6100,01/01/1999
2200,01/01/1999
2400,01/01/1999
4000,01/01/1999
3300,01/01/1999
4000,01/01/1999
8900,01/01/1999
6600,01/01/1999
2200,01/01/1999
2800,01/01/1999
3200,01/01/1999
3900,01/01/1999
3100,01/01/1999
5600,01/01/1999
4900,01/01/1999
5500,01/01/1999
3100,01/01/1999
6500,01/01/1999
4300,01/01/1999
2800,01/01/1999
7900,01/01/1999
4700,01/01/1999
4700,01/01/1999
4800,01/01/1999
5300,01/01/1999
4600,01/01/1999
5400,01/01/1999
7500,01/01/1999
2500,01/01/1999
3400,01/01/1999
3500,01/01/1999
3700,01/01/1999
4000,01/01/1999
4300,01/01/1999
3300,01/01/1999
3600,01/01/1999
4500,01/01/1999
1800,01/01/1999
2100,01/01/1999
2500,01/01/1999
3400,01/01/1999
2400,01/01/1999
3100,01/01/1999
3600,01/01/1999
2100,01/01/1999
2500,01/01/1999
3100,01/01/1999
4100,01/01/1999
1900,01/01/1999
2000,01/01/1999
2200,01/01/1999
5400,01/01/1999
2300,01/01/1999
4800,01/01/1999
5400,01/01/1999
5800,01/01/1999
3500,01/01/1999
5500,01/01/1999
5700,01/01/1999
3000,01/01/1999
2900,01/01/1999
1100,01/01/1999
5000,01/01/1999
1200,01/01/1999
2300,01/01/1999
4000,01/01/1999
2200,01/01/1999
7700,01/01/1999
2800,01/01/1999
3000,01/01/1999
1300,01/01/1999
3100,01/01/1999
4700,01/01/1999
1100,01/01/1999
3100,01/01/1999
3200,01/01/1999
5500,01/01/1999
2700,01/01/1999
2800,01/01/1999
2900,01/01/1999
2700,01/01/1999
2800,01/01/1999
2300,01/01/1999
2500,01/01/1999
7900,01/01/1999
3200,01/01/1999
3500,01/01/1999
3800,01/01/1999
3400,01/01/1999
4100,01/01/1999
5100,01/01/1999
2600,01/01/1999
3800,01/01/1999
4400,01/01/1999
4500,01/01/1999
4900,01/01/1999
5500,01/01/1999
5700,01/01/1999
6200,01/01/1999
7900,01/01/1999
8800,01/01/1999
1200,01/01/1999
1400,01/01/1999
4800,01/01/1999
4400,01/01/1999
2200,01/01/1999
3600,01/01/1999
3700,01/01/1999
2700,01/01/1999
4200,01/01/1999
4400,01/01/1999
4900,01/01/1999
2400,01/01/1999
2900,01/01/1999
3900,01/01/1999
4200,01/01/1999
3900,01/01/1999
4000,01/01/1999
4100,01/01/1999
4300,01/01/1999
7400,01/01/1999
4400,01/01/1999
5200,01/01/1999
2000,01/01/1999
2100,01/01/1999
2200,01/01/1999
2300,01/01/1999
3700,01/01/1999
2000,01/01/1999
2200,01/01/1999
65,01/01/1999
30,01/01/1999
31,01/01/1999
32,01/01/1999
33,01/01/1999
34,01/01/1999
35,01/01/1999
36,01/01/1999
39,01/01/1999
44,01/01/1999
39,01/01/1999
48,01/01/1999
50,01/01/1999
52,01/01/1999
53,01/01/1999
57,01/01/1999
65,01/01/1999
70,01/01/1999
80,01/01/1999
52,01/01/1999
65,01/01/1999
4700,01/01/1999
4300,01/01/1999
4300,01/01/1999
5000,01/01/1999
4300,01/01/1999
5200,01/01/1999
5500,01/01/1999
2100,01/01/1999
2700,01/01/1999
2300,01/01/1999
2200,01/01/1999
2300,01/01/1999
2400,01/01/1999
2700,01/01/1999
2900,01/01/1999
2200,01/01/1999
2300,01/01/1999
2400,01/01/1999
2500,01/01/1999
2600,01/01/1999
2800,01/01/1999
2900,01/01/1999
3700,01/01/1999
3900,01/01/1999
4000,01/01/1999
4600,01/01/1999
4700,01/01/1999
5000,01/01/1999
6100,01/01/1999
4000,01/01/1999
4300,01/01/1999
3000,01/01/1999
1200,01/01/1999
3100,01/01/1999
2900,01/01/1999
2600,01/01/1999
3000,01/01/1999
2700,01/01/1999
3100,01/01/1999
2600,01/01/1999
2800,01/01/1999
3300,01/01/1999
3300,01/01/1999
3300,01/01/1999
4200,01/01/1999
4600,01/01/1999
4700,01/01/1999
5500,01/01/1999
7200,01/01/1999
3000,01/01/1999
6200,01/01/1999
6800,01/01/1999
6300,01/01/1999
6800,01/01/1999
6100,01/01/1999
8000,01/01/1999
1100,01/01/1999
3000,01/01/1999
8600,01/01/1999
2700,01/01/1999
6000,01/01/1999
6300,01/01/1999
4100,01/01/1999
4900,01/01/1999
5000,01/01/1999
7700,01/01/1999
4200,01/01/1999
4500,01/01/1999
5400,01/01/1999
5900,01/01/1999
6800,01/01/1999
6400,01/01/1999
6000,01/01/1999
7000,01/01/1999
1300,01/01/1999
7600,01/01/1999
4000,01/01/1999
7500,01/01/1999
2400,01/01/1999
3400,01/01/1999
5100,01/01/1999
3600,01/01/1999
3700,01/01/1999
2600,01/01/1999
3200,01/01/1999
5000,01/01/1999
6100,01/01/1999
7500,01/01/1999
4100,01/01/1999
5800,01/01/1999
2800,01/01/1999
2600,01/01/1999
2400,01/01/1999
2700,01/01/1999
2500,01/01/1999
1500,01/01/1999
2700,01/01/1999
2700,01/01/1999
3200,01/01/1999
3400,01/01/1999
2600,01/01/1999
2400,01/01/1999
2500,01/01/1999
4500,01/01/1999
2500,01/01/1999
3300,01/01/1999
3800,01/01/1999
2500,01/01/1999
3000,01/01/1999
3100,01/01/1999
3300,01/01/1999
3800,01/01/1999
2600,01/01/1999
2800,01/01/1999
3100,01/01/1999
4600,01/01/1999
2900,01/01/1999
4600,01/01/1999
6500,01/01/1999
6600,01/01/1999
8500,01/01/1999
4900,01/01/1999
2600,01/01/1999
2700,01/01/1999
2900,01/01/1999
3400,01/01/1999
2400,01/01/1999
4100,01/01/1999
3500,01/01/1999
3600,01/01/1999
4100,01/01/1999
4500,01/01/1999
2100,01/01/1999
3800,01/01/2000
23,01/01/2000
43,01/01/2000
75,01/01/2000
2500,01/01/2000
2700,01/01/2000
4100,01/01/2000
4400,01/01/2000
70,01/01/2000
44,01/01/2000
45,01/01/2000
4500,01/01/2000
3300,01/01/2000
4700,01/01/2000
6300,01/01/2000
1800,01/01/2000
2600,01/01/2000
3300,01/01/2000
4300,01/01/2000
4100,01/01/2000
2400,01/01/2000
3000,01/01/2000
6700,01/01/2000
2400,01/01/2000
3200,01/01/2000
7800,01/01/2000
1400,01/01/2000
2000,01/01/2000
3700,01/01/2000
4000,01/01/2000
4400,01/01/2000
4900,01/01/2000
2300,01/01/2000
2400,01/01/2000
3100,01/01/2000
6200,01/01/2000
5000,01/01/2000
2000,01/01/2000
3600,01/01/2000
1700,01/01/2000
2000,01/01/2000
3000,01/01/2000
3100,01/01/2000
3400,01/01/2000
3400,01/01/2000
1600,01/01/2000
1900,01/01/2000
5300,01/01/2000
7600,01/01/2000
8500,01/01/2000
1200,01/01/2000
4500,01/01/2000
4600,01/01/2000
5200,01/01/2000
6000,01/01/2000
3100,01/01/2000
4600,01/01/2000
4800,01/01/2000
3000,01/01/2000
3000,01/01/2000
3200,01/01/2000
4400,01/01/2000
2100,01/01/2000
2900,01/01/2000
6200,01/01/2000
3100,01/01/2000
3400,01/01/2000
3300,01/01/2000
4700,01/01/2000
6500,01/01/2000
2400,01/01/2000
3300,01/01/2000
8300,01/01/2000
2700,01/01/2000
2800,01/01/2000
2900,01/01/2000
3100,01/01/2000
3800,01/01/2000
5400,01/01/2000
3400,01/01/2000
5400,01/01/2000
7000,01/01/2000
7100,01/01/2000
7800,01/01/2000
3100,01/01/2000
3300,01/01/2000
3400,01/01/2000
3700,01/01/2000
3800,01/01/2000
4200,01/01/2000
2100,01/01/2000
3800,01/01/2000
7200,01/01/2000
2400,01/01/2000
2400,01/01/2000
4900,01/01/2000
2200,01/01/2000
2400,01/01/2000
3200,01/01/2000
2100,01/01/2000
3700,01/01/2000
3000,01/01/2000
2400,01/01/2000
4400,01/01/2000
1300,01/01/2000
2200,01/01/2000
2700,01/01/2000
3400,01/01/2000
3600,01/01/2000
3800,01/01/2000
4000,01/01/2000
4500,01/01/2000
5500,01/01/2000
5700,01/01/2000
5800,01/01/2000
2100,01/01/2000
2800,01/01/2000
3800,01/01/2000
4700,01/01/2000
3700,01/01/2000
6300,01/01/2000
2000,01/01/2000
2200,01/01/2000
2400,01/01/2000
4700,01/01/2000
3600,01/01/2000
4500,01/01/2000
4900,01/01/2000
7100,01/01/2000
4100,01/01/2000
4100,01/01/2000
2900,01/01/2000
2100,01/01/2000
2300,01/01/2000
2800,01/01/2000
3100,01/01/2000
3200,01/01/2000
3200,01/01/2000
5000,01/01/2000
4800,01/01/2000
1200,01/01/2000
2500,01/01/2000
3100,01/01/2000
3400,01/01/2000
3800,01/01/2000
3400,01/01/2000
3700,01/01/2000
6200,01/01/2000
2300,01/01/2000
2500,01/01/2000
4100,01/01/2000
5100,01/01/2000
5300,01/01/2000
2500,01/01/2000
4800,01/01/2000
2000,01/01/2000
2200,01/01/2000
2800,01/01/2000
1900,01/01/2000
7400,01/01/2000
1600,01/01/2000
1700,01/01/2000
2000,01/01/2000
2200,01/01/2000
40,01/01/2000
2800,01/01/2000
2900,01/01/2000
4100,01/01/2000
4300,01/01/2000
3800,01/01/2000
4900,01/01/2000
2300,01/01/2000
2400,01/01/2000
2500,01/01/2000
2600,01/01/2000
2700,01/01/2000
2400,01/01/2000
2500,01/01/2000
2600,01/01/2000
2800,01/01/2000
2900,01/01/2000
28,01/01/2000
36,01/01/2000
2300,01/01/2000
2800,01/01/2000
2100,01/01/2000
2200,01/01/2000
2300,01/01/2000
2700,01/01/2000
3300,01/01/2000
3700,01/01/2000
1900,01/01/2000
2300,01/01/2000
2600,01/01/2000
2900,01/01/2000
4800,01/01/2000
5400,01/01/2000
2000,01/01/2000
2200,01/01/2000
2400,01/01/2000
3000,01/01/2000
3100,01/01/2000
6200,01/01/2000
6700,01/01/2000
2600,01/01/2000
2800,01/01/2000
3200,01/01/2000
3300,01/01/2000
3400,01/01/2000
4500,01/01/2000
4500,01/01/2000
4900,01/01/2000
2600,01/01/2000
4800,01/01/2000
5200,01/01/2000
5300,01/01/2000
6800,01/01/2000
3400,01/01/2000
6900,01/01/2000
4000,01/01/2000
4300,01/01/2000
7200,01/01/2000
1800,01/01/2000
2600,01/01/2000
3500,01/01/2000
2900,01/01/2000
6700,01/01/2000
39,01/01/2000
46,01/01/2000
58,01/01/2000
5000,01/01/2000
4200,01/01/2000
3400,01/01/2000
3900,01/01/2000
4200,01/01/2000
4400,01/01/2000
4800,01/01/2000
5500,01/01/2000
3900,01/01/2000
4400,01/01/2000
7200,01/01/2000
4200,01/01/2000
5200,01/01/2000
1700,01/01/2000
2300,01/01/2000
9300,01/01/2000
3600,01/01/2000
1700,01/01/2000
3300,01/01/2000
1800,01/01/2000
3900,01/01/2000
3500,01/01/2000
3600,01/01/2000
3700,01/01/2000
4000,01/01/2000
4400,01/01/2000
28,01/01/2000
33,01/01/2000
37,01/01/2000
38,01/01/2000
55,01/01/2000
1200,01/01/2000
3100,01/01/2000
3100,01/01/2000
2600,01/01/2000
2900,01/01/2000
3100,01/01/2000
3000,01/01/2000
3000,01/01/2000
2700,01/01/2000
3800,01/01/2000
4300,01/01/2000
4400,01/01/2000
3200,01/01/2000
2600,01/01/2000
6000,01/01/2000
7300,01/01/2000
3700,01/01/2000
6500,01/01/2000
2600,01/01/2000
